"id","link","internalLevel","internalSubtype","quality","value","level","armorRating","enchantName","enchantDesc","setMaxEquipCount","setBonusDesc1","setBonusDesc2","setBonusDesc3","traitDesc","comment"
"19221416","|H0:item:68119:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","0","1","0","1","-1","0","","","0","(1 item) Adds 1 Weapon Damage","Adds 1 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 0 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","?"
"19222586","|H0:item:68119:124:29:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","29","124","5","26","29","423","Maximum Magicka Enchantment","Adds 192 Maximum Magicka.","0","(1 item) Adds 43 Weapon Damage","Adds 43 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 174 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","unknown"
"19221675","|H0:item:68119:6:29:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","29","6","5","31","29","605","Maximum Magicka Enchantment","Adds 192 Maximum Magicka.","2","(1 item) Adds 63 Weapon Damage","Adds 63 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 252 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","dropped"
"19222112","|H0:item:68119:24:29:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","29","24","5","32","29","633","Maximum Magicka Enchantment","Adds 192 Maximum Magicka.","2","(1 item) Adds 66 Weapon Damage","Adds 66 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 264 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","crafted"
"19221679","|H0:item:68119:1:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","1","0","26","30","437","Maximum Magicka Enchantment","Adds 156 Maximum Magicka.","2","(1 item) Adds 45 Weapon Damage","Adds 45 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 180 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","dropped"
"19222800","|H0:item:68119:177:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","177","0","26","30","451","","","2","(1 item) Adds 46 Weapon Damage","Adds 46 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 186 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","unknown"
"19221680","|H0:item:68119:2:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","2","1","26","30","451","Maximum Magicka Enchantment","Adds 148 Maximum Magicka.","2","(1 item) Adds 46 Weapon Damage","Adds 46 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 186 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","dropped"
"19222750","|H0:item:68119:175:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","175","1","26","30","437","Maximum Magicka Enchantment","Adds 148 Maximum Magicka.","2","(1 item) Adds 45 Weapon Damage","Adds 45 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 180 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","unknown"
"19222113","|H0:item:68119:20:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","20","1","27","30","479","Maximum Magicka Enchantment","Adds 148 Maximum Magicka.","2","(1 item) Adds 49 Weapon Damage","Adds 49 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 198 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","crafted"
"19222587","|H0:item:68119:121:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","121","2","26","30","437","Maximum Magicka Enchantment","Adds 156 Maximum Magicka.","2","(1 item) Adds 45 Weapon Damage","Adds 45 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 180 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","unknown"
"19221947","|H0:item:68119:19:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","19","2","27","30","479","Maximum Magicka Enchantment","Adds 156 Maximum Magicka.","2","(1 item) Adds 49 Weapon Damage","Adds 49 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 198 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","unknown"
"19222267","|H0:item:68119:31:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","31","2","27","30","493","Maximum Magicka Enchantment","Adds 156 Maximum Magicka.","2","(1 item) Adds 51 Weapon Damage","Adds 51 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 204 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","crafted"
"19221681","|H0:item:68119:3:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","3","2","28","30","507","Maximum Magicka Enchantment","Adds 156 Maximum Magicka.","2","(1 item) Adds 52 Weapon Damage","Adds 52 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 210 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","dropped"
"19221687","|H0:item:68119:9:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","9","2","28","30","521","Maximum Magicka Enchantment","Adds 156 Maximum Magicka.","2","(1 item) Adds 54 Weapon Damage","Adds 54 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 216 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","dropped"
"19222114","|H0:item:68119:21:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","21","2","28","30","521","Maximum Magicka Enchantment","Adds 156 Maximum Magicka.","2","(1 item) Adds 54 Weapon Damage","Adds 54 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 216 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","crafted"
"19222588","|H0:item:68119:122:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","122","3","26","30","437","Maximum Magicka Enchantment","Adds 168 Maximum Magicka.","0","(1 item) Adds 45 Weapon Damage","Adds 45 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 180 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19221682","|H0:item:68119:4:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","4","3","30","30","535","Maximum Magicka Enchantment","Adds 168 Maximum Magicka.","2","(1 item) Adds 55 Weapon Damage","Adds 55 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 222 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19221685","|H0:item:68119:7:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","7","3","30","30","549","Maximum Magicka Enchantment","Adds 168 Maximum Magicka.","2","(1 item) Adds 57 Weapon Damage","Adds 57 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 228 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19221897","|H0:item:68119:11:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","11","3","30","30","549","Maximum Magicka Enchantment","Adds 168 Maximum Magicka.","2","(1 item) Adds 57 Weapon Damage","Adds 57 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 228 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19222115","|H0:item:68119:22:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","22","3","30","30","563","Maximum Magicka Enchantment","Adds 168 Maximum Magicka.","2","(1 item) Adds 58 Weapon Damage","Adds 58 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 234 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","crafted"
"19222359","|H0:item:68119:49:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","49","3","30","30","549","Maximum Magicka Enchantment","Adds 168 Maximum Magicka.","2","(1 item) Adds 57 Weapon Damage","Adds 57 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 228 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222360","|H0:item:68119:50:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","50","3","30","30","535","Maximum Magicka Enchantment","Adds 168 Maximum Magicka.","2","(1 item) Adds 55 Weapon Damage","Adds 55 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 222 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222589","|H0:item:68119:123:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","123","4","26","30","437","Maximum Magicka Enchantment","Adds 178 Maximum Magicka.","0","(1 item) Adds 45 Weapon Damage","Adds 45 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 180 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","unknown"
"19221683","|H0:item:68119:5:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","5","4","31","30","577","Maximum Magicka Enchantment","Adds 178 Maximum Magicka.","2","(1 item) Adds 60 Weapon Damage","Adds 60 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 240 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
"19221686","|H0:item:68119:8:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","8","4","31","30","591","Maximum Magicka Enchantment","Adds 178 Maximum Magicka.","2","(1 item) Adds 61 Weapon Damage","Adds 61 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 246 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
"19222116","|H0:item:68119:23:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","23","4","31","30","605","Maximum Magicka Enchantment","Adds 178 Maximum Magicka.","2","(1 item) Adds 63 Weapon Damage","Adds 63 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 252 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","crafted"
"19222590","|H0:item:68119:124:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","124","5","26","30","437","Maximum Magicka Enchantment","Adds 192 Maximum Magicka.","0","(1 item) Adds 45 Weapon Damage","Adds 45 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 180 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","unknown"
"19221684","|H0:item:68119:6:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","6","5","32","30","619","Maximum Magicka Enchantment","Adds 192 Maximum Magicka.","2","(1 item) Adds 64 Weapon Damage","Adds 64 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 258 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","dropped"
"19222117","|H0:item:68119:24:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","30","24","5","33","30","647","Maximum Magicka Enchantment","Adds 192 Maximum Magicka.","2","(1 item) Adds 67 Weapon Damage","Adds 67 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 270 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","crafted"
"19221688","|H0:item:68119:1:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","1","0","26","31","451","Maximum Magicka Enchantment","Adds 156 Maximum Magicka.","2","(1 item) Adds 46 Weapon Damage","Adds 46 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 186 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","dropped"
"19222801","|H0:item:68119:177:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","177","0","27","31","465","","","2","(1 item) Adds 48 Weapon Damage","Adds 48 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 192 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","unknown"
"19222751","|H0:item:68119:175:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","175","1","26","31","451","Maximum Magicka Enchantment","Adds 170 Maximum Magicka.","2","(1 item) Adds 46 Weapon Damage","Adds 46 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 186 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","unknown"
"19221689","|H0:item:68119:2:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","2","1","27","31","465","Maximum Magicka Enchantment","Adds 170 Maximum Magicka.","2","(1 item) Adds 48 Weapon Damage","Adds 48 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 192 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","dropped"
"19222118","|H0:item:68119:20:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","20","1","27","31","493","Maximum Magicka Enchantment","Adds 170 Maximum Magicka.","2","(1 item) Adds 51 Weapon Damage","Adds 51 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 204 but also increases the cost of your abilities by 33%.","Reduces block cost by 2%.","crafted"
"19222591","|H0:item:68119:121:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","121","2","26","31","451","Maximum Magicka Enchantment","Adds 180 Maximum Magicka.","2","(1 item) Adds 46 Weapon Damage","Adds 46 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 186 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","unknown"
"19221948","|H0:item:68119:19:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","19","2","27","31","493","Maximum Magicka Enchantment","Adds 180 Maximum Magicka.","2","(1 item) Adds 51 Weapon Damage","Adds 51 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 204 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","unknown"
"19221690","|H0:item:68119:3:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","3","2","28","31","521","Maximum Magicka Enchantment","Adds 180 Maximum Magicka.","2","(1 item) Adds 54 Weapon Damage","Adds 54 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 216 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","dropped"
"19222268","|H0:item:68119:31:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","31","2","28","31","507","Maximum Magicka Enchantment","Adds 180 Maximum Magicka.","2","(1 item) Adds 52 Weapon Damage","Adds 52 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 210 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","crafted"
"19221696","|H0:item:68119:9:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","9","2","30","31","535","Maximum Magicka Enchantment","Adds 180 Maximum Magicka.","2","(1 item) Adds 55 Weapon Damage","Adds 55 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 222 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","dropped"
"19222119","|H0:item:68119:21:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","21","2","30","31","535","Maximum Magicka Enchantment","Adds 180 Maximum Magicka.","2","(1 item) Adds 55 Weapon Damage","Adds 55 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 222 but also increases the cost of your abilities by 33%.","Reduces block cost by 2.5%.","crafted"
"19222592","|H0:item:68119:122:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","122","3","26","31","451","Maximum Magicka Enchantment","Adds 194 Maximum Magicka.","0","(1 item) Adds 46 Weapon Damage","Adds 46 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 186 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19221691","|H0:item:68119:4:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","4","3","30","31","549","Maximum Magicka Enchantment","Adds 194 Maximum Magicka.","2","(1 item) Adds 57 Weapon Damage","Adds 57 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 228 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19221694","|H0:item:68119:7:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","7","3","30","31","563","Maximum Magicka Enchantment","Adds 194 Maximum Magicka.","2","(1 item) Adds 58 Weapon Damage","Adds 58 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 234 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19221898","|H0:item:68119:11:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","11","3","30","31","563","Maximum Magicka Enchantment","Adds 194 Maximum Magicka.","2","(1 item) Adds 58 Weapon Damage","Adds 58 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 234 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","dropped"
"19222361","|H0:item:68119:49:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","49","3","30","31","563","Maximum Magicka Enchantment","Adds 194 Maximum Magicka.","2","(1 item) Adds 58 Weapon Damage","Adds 58 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 234 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222362","|H0:item:68119:50:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","50","3","30","31","549","Maximum Magicka Enchantment","Adds 194 Maximum Magicka.","2","(1 item) Adds 57 Weapon Damage","Adds 57 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 228 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","unknown"
"19222120","|H0:item:68119:22:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","22","3","31","31","577","Maximum Magicka Enchantment","Adds 194 Maximum Magicka.","2","(1 item) Adds 60 Weapon Damage","Adds 60 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 240 but also increases the cost of your abilities by 33%.","Reduces block cost by 3%.","crafted"
"19222593","|H0:item:68119:123:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","123","4","26","31","451","Maximum Magicka Enchantment","Adds 204 Maximum Magicka.","0","(1 item) Adds 46 Weapon Damage","Adds 46 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 186 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","unknown"
"19221692","|H0:item:68119:5:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","5","4","31","31","591","Maximum Magicka Enchantment","Adds 204 Maximum Magicka.","2","(1 item) Adds 61 Weapon Damage","Adds 61 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 246 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
"19221695","|H0:item:68119:8:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","8","4","31","31","605","Maximum Magicka Enchantment","Adds 204 Maximum Magicka.","2","(1 item) Adds 63 Weapon Damage","Adds 63 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 252 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","dropped"
"19222121","|H0:item:68119:23:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","23","4","32","31","619","Maximum Magicka Enchantment","Adds 204 Maximum Magicka.","2","(1 item) Adds 64 Weapon Damage","Adds 64 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 258 but also increases the cost of your abilities by 33%.","Reduces block cost by 3.5%.","crafted"
"19222594","|H0:item:68119:124:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","124","5","26","31","451","Maximum Magicka Enchantment","Adds 221 Maximum Magicka.","0","(1 item) Adds 46 Weapon Damage","Adds 46 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 186 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","unknown"
"19221693","|H0:item:68119:6:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","6","5","32","31","633","Maximum Magicka Enchantment","Adds 221 Maximum Magicka.","2","(1 item) Adds 66 Weapon Damage","Adds 66 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 264 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","dropped"
"19222122","|H0:item:68119:24:31:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","31","24","5","33","31","661","Maximum Magicka Enchantment","Adds 221 Maximum Magicka.","2","(1 item) Adds 69 Weapon Damage","Adds 69 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 276 but also increases the cost of your abilities by 33%.","Reduces block cost by 4%.","crafted"
"19221697","|H0:item:68119:1:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","32","1","0","27","32","465","Maximum Magicka Enchantment","Adds 180 Maximum Magicka.","2","(1 item) Adds 48 Weapon Damage","Adds 48 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 192 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","dropped"
"19222802","|H0:item:68119:177:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h","32","177","0","27","32","479","","","2","(1 item) Adds 49 Weapon Damage","Adds 49 Spell Damage","(2 items) When you deal damage with |cffffff2|r consecutive Light Attacks you trigger |cffffffOverkill|r for |cffffff6|r seconds, which increases your Weapon and Spell Damage by 198 but also increases the cost of your abilities by 33%.","Reduces block cost by 1.5%.","unknown"
